network,mode,total_persons,total_persons_generated,unfinished_persons,completion_rate_pct,transit_riders,walk_only,transit_share_pct,rider_avg_travel_time,rider_avg_waiting_time,rider_avg_riding_time,rider_avg_ride_distance_km,rider_avg_walking_time,rider_avg_walking_distance_m,rider_avg_speed_kmh,rider_avg_time_loss,rider_avg_ride_time_loss,rider_avg_walk_time_loss,rider_avg_ride_waiting_time,walker_avg_travel_time,walker_avg_walking_time,walker_avg_walking_distance_m,walker_avg_speed_kmh,walker_avg_time_loss,walker_avg_walk_time_loss,all_avg_travel_time,all_avg_walking_time,all_avg_walking_distance_m,all_avg_speed_kmh,all_avg_time_loss,all_avg_walk_time_loss,bus_count,total_mileage_km,avg_mileage_km,total_customers,avg_customers_per_bus,drt_requests_served,occupied_distance_km,occupancy_rate_pct,vehicle_km,occupied_km,passenger_km,avg_occupancy_pax_per_veh,max_onboard,max_onboard_vehicle_id,km_per_passenger
5x5_FixedHigh,fixed,242,243,1,99.58847736625515,231,11,95.45454545454545,882.9047619047619,228.995670995671,171.5887445887446,0.6223883549783549,504.38528138528136,591.8958008658009,5.065826075646567,163.24848484848482,90.24095238095238,73.00896103896103,0,569.3636363636364,569.3636363636364,731.68,4.6207505876842765,72.4509090909091,72.4509090909091,868.6528925619834,507.3388429752066,598.2496280991736,5.045595371648281,159.1213223140496,72.9835950413223,194,220.13720000000004,1.1347278350515466,295,1.5206185567010309,295,83.69229000000006,38.018240442778435,220.13720000000004,83.69229000000006,144.52169,0.6565073508702753,7,f_trunk_hrow4_lr.10,0.7462277966101696
5x5_FixedHigh,fixed,234,234,0,100.0,215,19,91.88034188034187,879.1860465116279,218.70697674418605,176.24651162790698,0.6384062325581397,507.553488372093,592.5355813953489,5.102208964848948,167.25916279069767,92.58311627906978,74.67790697674418,0,611.6315789473684,611.6315789473684,731.5094736842104,4.385304080535262,80.58210526315789,80.58210526315789,857.4615384615385,516.0042735042736,603.8197863247863,5.043998739199546,160.22128205128206,75.1573076923077,194,214.24835000000002,1.10437293814433,279,1.4381443298969072,279,77.39946999999995,36.12605184590684,214.24835000000002,77.39946999999995,137.25734,0.6406459606340025,6,f_trunk_vcol2_tb.7,0.7679152329749105
5x5_DRT15,drt,149,149,0,100.0,149,0,100.0,687.7248322147651,365.1677852348993,322.5570469798658,2.1432176510067116,0.0,0.0,11.726695238237149,133.02859060402685,133.02859060402685,0.0,0,0,0,0,0,0,0,687.7248322147651,0.0,0.0,11.726695238237149,133.02859060402685,0.0,15,265.44217000000003,17.69614466666667,149,9.933333333333334,149,190.75701,71.86386774942352,265.44217000000003,190.75701,319.33942999999994,1.6740639308615706,4,odVan04,1.7814910738255036
5x5_DRT15,drt,132,132,0,100.0,132,0,100.0,606.810606060606,299.99242424242425,306.8181818181818,2.0092403787878785,0.0,0.0,12.236720208827393,126.99249999999999,126.99249999999999,0.0,0,0,0,0,0,0,0,606.810606060606,0.0,0.0,12.236720208827393,126.99249999999999,0.0,15,222.22594999999995,14.815063333333331,132,8.8,132,161.91233999999997,72.85933078472608,222.22594999999995,161.91233999999997,265.21972999999997,1.6380451916141785,5,odVan13,1.683529924242424
5x5_DRT15,drt,136,136,0,100.0,136,0,100.0,680.1764705882352,372.6764705882353,307.5,1.9771744852941173,0.0,0.0,10.947657297783822,128.15757352941176,128.15757352941176,0.0,0,0,0,0,0,0,0,680.1764705882352,0.0,0.0,10.94765729778382,128.15757352941176,0.0,15,222.01276,14.800850666666665,136,9.066666666666666,136,164.57034000000002,74.12652317821734,222.01276,164.57034000000002,268.89572999999996,1.6339258337802542,4,odVan04,1.6324467647058822
5x5_FixedLow,fixed,148,149,1,99.32885906040268,109,39,73.64864864864865,973.0825688073395,205.8256880733945,166.9816513761468,0.5873288073394495,631.605504587156,750.5473394495414,5.057792390106558,180.31027522935784,85.34018348623854,94.97220183486237,0,717.2051282051282,717.2051282051282,876.8258974358974,4.439766236158501,93.19307692307692,93.19307692307692,905.6554054054054,654.1621621621622,783.8234459459459,4.894934146836462,157.3537162162162,94.50337837837837,66,96.32202000000001,1.4594245454545456,115,1.7424242424242424,115,31.266830000000002,32.46072912507441,96.32202000000001,31.266830000000002,64.51885,0.6698245115706668,10,f_trunk_v_tb.8,0.8375827826086958
5x5_FixedLow,fixed,132,132,0,100.0,98,34,74.24242424242425,977.6734693877551,217.3673469387755,153.8469387755102,0.5765672448979592,631.4489795918367,740.8810204081632,4.958322736900852,166.6915306122449,77.8469387755102,88.8457142857143,0,740.2647058823529,740.2647058823529,902.6002941176471,4.435512156948043,105.55558823529411,105.55558823529411,916.5227272727273,659.4772727272727,782.5359848484849,4.823659405700886,150.94439393939393,93.14977272727273,66,93.10622000000001,1.4107003030303031,114,1.7272727272727273,114,28.838729999999998,30.97401011446925,93.10622000000001,28.838729999999998,56.50359,0.6068723442966538,10,f_trunk_v_bt.11,0.8167212280701756
5x5_FixedLow,fixed,133,136,3,97.79411764705883,95,38,71.42857142857143,928.3473684210526,214.14736842105262,158.2,0.5474046315789474,586.1894736842105,693.6035789473685,4.87183974604683,173.95505263157895,84.9361052631579,89.02084210526313,0,762.9473684210526,762.9473684210526,904.9663157894737,4.299597197215777,110.57236842105263,110.57236842105263,881.0902255639098,636.6917293233083,753.9929323308271,4.708341874952243,155.84571428571428,95.17842105263158,66,96.78524000000002,1.4664430303030305,104,1.5757575757575757,104,28.431019999999993,29.37536756637684,96.78524000000002,28.431019999999993,54.003550000000004,0.5579729925761407,6,f_trunk_h_rl.10,0.9306273076923078
5x5_FixedLow,fixed,35,35,0,100.0,27,8,77.14285714285715,1011.0,227.40740740740742,167.77777777777777,0.6487566666666666,647.3333333333334,765.941111111111,5.079575667825217,169.4537037037037,74.34222222222222,95.11259259259258,0,819.0,819.0,909.85625,4.089837418871829,128.09125,128.09125,967.1142857142858,686.5714285714286,798.8359999999999,4.853349782350157,159.99942857142855,102.65057142857142,62,86.89826000000001,1.4015848387096776,28,0.45161290322580644,28,14.504059999999999,16.690852037773826,86.89826000000001,14.504059999999999,17.516429999999996,0.20157400159680983,2,f_trunk_h_lr.3,3.103509285714286
5x5_FixedLow,fixed,33,33,0,100.0,26,7,78.78787878787878,962.6153846153846,199.03846153846155,144.65384615384616,0.5192657692307693,649.0769230769231,782.6780769230768,5.0121305057982735,172.2780769230769,77.27923076923078,95.00153846153846,0,690.1428571428571,690.1428571428571,785.8171428571428,4.128114540503424,95.39857142857143,95.39857142857143,904.8181818181819,657.7878787878788,783.3439393939393,4.824611967705426,155.97030303030306,95.08575757575757,66,95.86512000000002,1.4525018181818186,28,0.42424242424242425,28,10.211839999999999,10.652299814572805,95.86512000000002,10.211839999999999,13.500910000000001,0.14083234861647279,3,f_trunk_v_bt.4,3.423754285714286
5x5_FixedLow,fixed,22,22,0,100.0,16,6,72.72727272727273,1066.25,242.25,173.3125,0.6094231250000001,685.0625,793.1925,4.773907334283748,191.75375,90.07062499999999,101.68312499999999,0,651.6666666666666,651.6666666666666,803.0133333333334,4.455950731924548,96.17833333333333,96.17833333333333,953.1818181818181,675.9545454545455,795.8709090909091,4.687191897276693,165.68772727272727,100.18181818181819,66,93.30989000000001,1.4137862121212124,18,0.2727272727272727,18,9.22009,9.88114979023124,93.30989000000001,9.22009,9.750770000000001,0.10449878356945871,2,f_trunk_h_rl.11,5.183882777777779
